,Format,Formula,Summary,Applies To,Time Scale,Time Range,Versions,Style,Cell Count,Populated Cell Count,Memory Used,Calculation Complexity,Calculation Effort,Notes,Read Access Driver,Write Access Driver,Users List,Parent,Is Summary,Formula Scope,Code,Use Switchover,Breakback,Start of Section,Data Tags,Referenced By,Module Name
-,NONE,,None,"MJP Versions L2, Import Scenario, SS Afdeling L5 - Budget Afdelingen",Year,TR 20 Y,Not Applicable,Normal,,,,,,,,,,,false,All Versions,,true,false,false,,,RP 10 MJP CAPEX - UMD
KPI's,NONE,,None,"MJP Versions L2, Import Scenario, SS Afdeling L5 - Budget Afdelingen",Year,TR 20 Y,Not Applicable,Summary1,,,,,,,,,,,false,All Versions,,true,false,false,,,RP 10 MJP CAPEX - UMD
Capex (inc. inflatie),NUMBER,"IF 'IM 07. Import Scenario''s'.Actual? OR 'IM 07. Import Scenario''s'.LE? OR 'IM 07. Import Scenario''s'.Budget LY? THEN CAPEX ELSE -'RP 16. MJP Inflatie'.CAPEX Dashboarding[LOOKUP: 'IM 99. Lookup lists'.'COEA - CAPEX', SELECT: Dummy Total.Total]",None,"MJP Versions L2, Import Scenario, SS Afdeling L5 - Budget Afdelingen",Year,TR 20 Y,Not Applicable,Heading3,6720,,,,,,,,,,false,All Versions,,true,false,false,,,RP 10 MJP CAPEX - UMD
Directe FTE,NUMBER,'RP 08. Formatie MJP'.Urenschrijvend FTE,Sum,"MJP Versions L2, Import Scenario, SS Afdeling L5 - Budget Afdelingen",Year,TR 20 Y,Not Applicable,Heading3,18522,,,,,,,,,,false,All Versions,,true,false,false,,,RP 10 MJP CAPEX - UMD
-- technical --,NONE,,None,"MJP Versions L2, Import Scenario, SS Afdeling L5 - Budget Afdelingen",Year,TR 20 Y,Not Applicable,Normal,,,,,,,,,,,false,All Versions,,true,false,false,,,RP 10 MJP CAPEX - UMD
Toeslagen direct,NUMBER,"IF 'IM 07. Import Scenario''s'.MJP? THEN 'RP 16. MJP Inflatie'.'MJP excl. inflatie'[LOOKUP: 'IM 99. Lookup lists'.'CA 29 - Toeslag Direct', LOOKUP: 'IM 99. Lookup lists'.'COEA - CAPEX'] ELSE IF 'IM 07. Import Scenario''s'.MJP Inflatie? THEN 'RP 16. MJP Inflatie'.'MJP incl. inflatie'[LOOKUP: 'IM 99. Lookup lists'.'CA 29 - Toeslag Direct', LOOKUP: 'IM 99. Lookup lists'.'COEA - CAPEX'] ELSE 0",None,"MJP Versions L2, Import Scenario, SS Afdeling L5 - Budget Afdelingen",Year,TR 20 Y,Not Applicable,Normal,6720,,,,,,,,,,false,All Versions,,true,false,false,,Toeslagen,RP 10 MJP CAPEX - UMD
Toeslagen indirect,NUMBER,"IF 'IM 07. Import Scenario''s'.MJP? THEN 'RP 16. MJP Inflatie'.'MJP excl. inflatie'[LOOKUP: 'IM 99. Lookup lists'.'CA 29 - Toeslag Indirect', LOOKUP: 'IM 99. Lookup lists'.'COEA - CAPEX'] ELSE IF 'IM 07. Import Scenario''s'.MJP Inflatie? THEN 'RP 16. MJP Inflatie'.'MJP incl. inflatie'[LOOKUP: 'IM 99. Lookup lists'.'CA 29 - Toeslag Indirect', LOOKUP: 'IM 99. Lookup lists'.'COEA - CAPEX'] ELSE 0",None,"MJP Versions L2, Import Scenario, SS Afdeling L5 - Budget Afdelingen",Year,TR 20 Y,Not Applicable,Normal,6720,,,,,,,,,,false,All Versions,,true,false,false,,Toeslagen,RP 10 MJP CAPEX - UMD
TOTEX,NUMBER,Uren + Materialen + Diensten derden + Toeslagen,Sum,"MJP Versions L2, Import Scenario, SS Afdeling L5 - Budget Afdelingen",Year,TR 20 Y,Not Applicable,Normal,18522,,,,,,,,,,false,All Versions,,true,false,false,,'RP 06. samenvatting MJP'.CAPEX,RP 10 MJP CAPEX - UMD
SIP Maakbare variant,NUMBER,IF 'IM 07. Import Scenario''s'.MJP? OR 'IM 07. Import Scenario''s'.MJP Inflatie? THEN -'DA 01. Total Plan SIP'.'Euro - Totaal plan (incl besparingen)'[LOOKUP: 'IM 99. Lookup lists'.SS Capex] / 1000 ELSE 0,Sum,"MJP Versions L2, Import Scenario, SS Afdeling L5 - Budget Afdelingen",Year,Model Calendar,Not Applicable,Summary1,18522,,,,,,,,,,false,All Versions,,true,false,false,,'└ RP 10a. MJP CAPEX - LIS Based'.Collect,└ RP 10a. MJP CAPEX - Specificatie
CAPEX,NUMBER,Klantgedreven + Netgedreven + Metergedreven + Telecom + Overig,Sum,"MJP Versions L2, Import Scenario, SS Afdeling L5 - Budget Afdelingen",Year,Model Calendar,Not Applicable,Summary1,18522,,,,,,,,,,true,All Versions,,true,false,false,,'└ RP 10a. MJP CAPEX - LIS Based'.Collect,└ RP 10a. MJP CAPEX - Specificatie
Netgedreven,NUMBER,Kwaliteit + Capaciteit,Sum,"MJP Versions L2, Import Scenario, SS Afdeling L5 - Budget Afdelingen",Year,Model Calendar,Not Applicable,Summary2,18522,,,,,,,,,,true,All Versions,,true,false,false,,"CAPEX, '└ RP 10a. MJP CAPEX - LIS Based'.Collect",└ RP 10a. MJP CAPEX - Specificatie
Capaciteit,NUMBER,Hoogspanning + Middenspanning + Laagspanning + Druk Cap + Overig Cap,Sum,"MJP Versions L2, Import Scenario, SS Afdeling L5 - Budget Afdelingen",Year,Model Calendar,Not Applicable,Summary3,18522,,,,,,,,,,true,All Versions,,true,false,false,,"Netgedreven, '└ RP 10a. MJP CAPEX - LIS Based'.Collect",└ RP 10a. MJP CAPEX - Specificatie
Hoogspanning,NUMBER,"IF 'IM 07. Import Scenario''s'.Actual? OR 'IM 07. Import Scenario''s'.LE? OR 'IM 07. Import Scenario''s'.Budget LY? THEN '└ DA 30c. Actuals/LE Input Tafel/Thema'.Hoogspanning ELSE IF 'IM 07. Import Scenario''s'.MJP? THEN '└CA 34a MJP thema''s voor RP 10 11 12'.Waarde excl inflatie[LOOKUP: 'IM 99. Lookup lists'.'COEA - CAPEX', SUM: 'MA 02. Mapping Thema verrijking -> SIP'.'Mapping RP10a'] ELSE IF 'IM 07. Import Scenario''s'.MJP Inflatie? THEN '└CA 34a MJP thema''s voor RP 10 11 12'.Waarde incl inflatie[LOOKUP: 'IM 99. Lookup lists'.'COEA - CAPEX', SUM: 'MA 02. Mapping Thema verrijking -> SIP'.'Mapping RP10a'] ELSE 0",Sum,"MJP Versions L2, Import Scenario, SS Afdeling L5 - Budget Afdelingen",Year,Model Calendar,Not Applicable,Normal,18522,,,,,,,,,,false,All Versions,,true,false,false,,"Capaciteit, '└ RP 10a. MJP CAPEX - LIS Based'.Collect",└ RP 10a. MJP CAPEX - Specificatie
Middenspanning,NUMBER,"IF 'IM 07. Import Scenario''s'.Actual? OR 'IM 07. Import Scenario''s'.LE? OR 'IM 07. Import Scenario''s'.Budget LY? THEN '└ DA 30c. Actuals/LE Input Tafel/Thema'.Middenspanning ELSE IF 'IM 07. Import Scenario''s'.MJP? THEN '└CA 34a MJP thema''s voor RP 10 11 12'.Waarde excl inflatie[LOOKUP: 'IM 99. Lookup lists'.'COEA - CAPEX', SUM: 'MA 02. Mapping Thema verrijking -> SIP'.'Mapping RP10a'] ELSE IF 'IM 07. Import Scenario''s'.MJP Inflatie? THEN '└CA 34a MJP thema''s voor RP 10 11 12'.Waarde incl inflatie[LOOKUP: 'IM 99. Lookup lists'.'COEA - CAPEX', SUM: 'MA 02. Mapping Thema verrijking -> SIP'.'Mapping RP10a'] ELSE 0",Sum,"MJP Versions L2, Import Scenario, SS Afdeling L5 - Budget Afdelingen",Year,Model Calendar,Not Applicable,Normal,18522,,,,,,,,,,false,All Versions,,true,false,false,,"Capaciteit, '└ RP 10a. MJP CAPEX - LIS Based'.Collect",└ RP 10a. MJP CAPEX - Specificatie
Laagspanning,NUMBER,"IF 'IM 07. Import Scenario''s'.Actual? OR 'IM 07. Import Scenario''s'.LE? OR 'IM 07. Import Scenario''s'.Budget LY? THEN '└ DA 30c. Actuals/LE Input Tafel/Thema'.Laagspanning ELSE IF 'IM 07. Import Scenario''s'.MJP? THEN '└CA 34a MJP thema''s voor RP 10 11 12'.Waarde excl inflatie[LOOKUP: 'IM 99. Lookup lists'.'COEA - CAPEX', SUM: 'MA 02. Mapping Thema verrijking -> SIP'.'Mapping RP10a'] ELSE IF 'IM 07. Import Scenario''s'.MJP Inflatie? THEN '└CA 34a MJP thema''s voor RP 10 11 12'.Waarde incl inflatie[LOOKUP: 'IM 99. Lookup lists'.'COEA - CAPEX', SUM: 'MA 02. Mapping Thema verrijking -> SIP'.'Mapping RP10a'] ELSE 0",Sum,"MJP Versions L2, Import Scenario, SS Afdeling L5 - Budget Afdelingen",Year,Model Calendar,Not Applicable,Normal,18522,,,,,,,,,,false,All Versions,,true,false,false,,"Capaciteit, '└ RP 10a. MJP CAPEX - LIS Based'.Collect",└ RP 10a. MJP CAPEX - Specificatie
Druk Cap,NUMBER,"IF 'IM 07. Import Scenario''s'.Actual? OR 'IM 07. Import Scenario''s'.LE? OR 'IM 07. Import Scenario''s'.Budget LY? THEN '└ DA 30c. Actuals/LE Input Tafel/Thema'.Druk Cap ELSE IF 'IM 07. Import Scenario''s'.MJP? THEN '└CA 34a MJP thema''s voor RP 10 11 12'.Waarde excl inflatie[LOOKUP: 'IM 99. Lookup lists'.'COEA - CAPEX', SUM: 'MA 02. Mapping Thema verrijking -> SIP'.'Mapping RP10a'] ELSE IF 'IM 07. Import Scenario''s'.MJP Inflatie? THEN '└CA 34a MJP thema''s voor RP 10 11 12'.Waarde incl inflatie[LOOKUP: 'IM 99. Lookup lists'.'COEA - CAPEX', SUM: 'MA 02. Mapping Thema verrijking -> SIP'.'Mapping RP10a'] ELSE 0",Sum,"MJP Versions L2, Import Scenario, SS Afdeling L5 - Budget Afdelingen",Year,Model Calendar,Not Applicable,Normal,18522,,,,,,,,,,false,All Versions,,true,false,false,,"Capaciteit, '└ RP 10a. MJP CAPEX - LIS Based'.Collect",└ RP 10a. MJP CAPEX - Specificatie
Overig Cap,NUMBER,"IF 'IM 07. Import Scenario''s'.Actual? OR 'IM 07. Import Scenario''s'.LE? OR 'IM 07. Import Scenario''s'.Budget LY? THEN '└ DA 30c. Actuals/LE Input Tafel/Thema'.Overig Cap ELSE IF 'IM 07. Import Scenario''s'.MJP? THEN '└CA 34a MJP thema''s voor RP 10 11 12'.Waarde excl inflatie[LOOKUP: 'IM 99. Lookup lists'.'COEA - CAPEX', SUM: 'MA 02. Mapping Thema verrijking -> SIP'.'Mapping RP10a'] ELSE IF 'IM 07. Import Scenario''s'.MJP Inflatie? THEN '└CA 34a MJP thema''s voor RP 10 11 12'.Waarde incl inflatie[LOOKUP: 'IM 99. Lookup lists'.'COEA - CAPEX', SUM: 'MA 02. Mapping Thema verrijking -> SIP'.'Mapping RP10a'] ELSE 0",Sum,"MJP Versions L2, Import Scenario, SS Afdeling L5 - Budget Afdelingen",Year,Model Calendar,Not Applicable,Normal,18522,,,,,,,,,,false,All Versions,,true,false,false,,"Capaciteit, '└ RP 10a. MJP CAPEX - LIS Based'.Collect",└ RP 10a. MJP CAPEX - Specificatie
Kwaliteit,NUMBER,Elektriciteit + Gas + Overig kwal,Sum,"MJP Versions L2, Import Scenario, SS Afdeling L5 - Budget Afdelingen",Year,Model Calendar,Not Applicable,Summary3,18522,,,,,,,,,,true,All Versions,,true,false,false,,"Netgedreven, '└ RP 10a. MJP CAPEX - LIS Based'.Collect",└ RP 10a. MJP CAPEX - Specificatie
Elektriciteit,NUMBER,"IF 'IM 07. Import Scenario''s'.Actual? OR 'IM 07. Import Scenario''s'.LE? OR 'IM 07. Import Scenario''s'.Budget LY? THEN '└ DA 30c. Actuals/LE Input Tafel/Thema'.Elektriciteit ELSE IF 'IM 07. Import Scenario''s'.MJP? THEN '└CA 34a MJP thema''s voor RP 10 11 12'.Waarde excl inflatie[LOOKUP: 'IM 99. Lookup lists'.'COEA - CAPEX', SUM: 'MA 02. Mapping Thema verrijking -> SIP'.'Mapping RP10a'] ELSE IF 'IM 07. Import Scenario''s'.MJP Inflatie? THEN '└CA 34a MJP thema''s voor RP 10 11 12'.Waarde incl inflatie[LOOKUP: 'IM 99. Lookup lists'.'COEA - CAPEX', SUM: 'MA 02. Mapping Thema verrijking -> SIP'.'Mapping RP10a'] ELSE 0",Sum,"MJP Versions L2, Import Scenario, SS Afdeling L5 - Budget Afdelingen",Year,Model Calendar,Not Applicable,Normal,18522,,,,,,,,,,false,All Versions,,true,false,false,,"Kwaliteit, '└ RP 10a. MJP CAPEX - LIS Based'.Collect",└ RP 10a. MJP CAPEX - Specificatie
Gas,NUMBER,"IF 'IM 07. Import Scenario''s'.Actual? OR 'IM 07. Import Scenario''s'.LE? OR 'IM 07. Import Scenario''s'.Budget LY? THEN '└ DA 30c. Actuals/LE Input Tafel/Thema'.Gas ELSE IF 'IM 07. Import Scenario''s'.MJP? THEN '└CA 34a MJP thema''s voor RP 10 11 12'.Waarde excl inflatie[LOOKUP: 'IM 99. Lookup lists'.'COEA - CAPEX', SUM: 'MA 02. Mapping Thema verrijking -> SIP'.'Mapping RP10a'] ELSE IF 'IM 07. Import Scenario''s'.MJP Inflatie? THEN '└CA 34a MJP thema''s voor RP 10 11 12'.Waarde incl inflatie[LOOKUP: 'IM 99. Lookup lists'.'COEA - CAPEX', SUM: 'MA 02. Mapping Thema verrijking -> SIP'.'Mapping RP10a'] ELSE 0",Sum,"MJP Versions L2, Import Scenario, SS Afdeling L5 - Budget Afdelingen",Year,Model Calendar,Not Applicable,Normal,18522,,,,,,,,,,false,All Versions,,true,false,false,,"Kwaliteit, '└ RP 10a. MJP CAPEX - LIS Based'.Collect",└ RP 10a. MJP CAPEX - Specificatie
Overig kwal,NUMBER,"IF 'IM 07. Import Scenario''s'.Actual? OR 'IM 07. Import Scenario''s'.LE? OR 'IM 07. Import Scenario''s'.Budget LY? THEN '└ DA 30c. Actuals/LE Input Tafel/Thema'.Overig Kwal ELSE IF 'IM 07. Import Scenario''s'.MJP? THEN '└CA 34a MJP thema''s voor RP 10 11 12'.Waarde excl inflatie[LOOKUP: 'IM 99. Lookup lists'.'COEA - CAPEX', SUM: 'MA 02. Mapping Thema verrijking -> SIP'.'Mapping RP10a'] ELSE IF 'IM 07. Import Scenario''s'.MJP Inflatie? THEN '└CA 34a MJP thema''s voor RP 10 11 12'.Waarde incl inflatie[LOOKUP: 'IM 99. Lookup lists'.'COEA - CAPEX', SUM: 'MA 02. Mapping Thema verrijking -> SIP'.'Mapping RP10a'] ELSE 0",Sum,"MJP Versions L2, Import Scenario, SS Afdeling L5 - Budget Afdelingen",Year,Model Calendar,Not Applicable,Normal,18522,,,,,,,,,,false,All Versions,,true,false,false,,"Kwaliteit, '└ RP 10a. MJP CAPEX - LIS Based'.Collect",└ RP 10a. MJP CAPEX - Specificatie
Klantgedreven,NUMBER,Large connections + Reconstructions + Network Expansion + Verwijderen,Sum,"MJP Versions L2, Import Scenario, SS Afdeling L5 - Budget Afdelingen",Year,Model Calendar,Not Applicable,Summary2,18522,,,,,,,,,,true,All Versions,,true,false,false,,"CAPEX, '└ RP 10a. MJP CAPEX - LIS Based'.Collect",└ RP 10a. MJP CAPEX - Specificatie
Large connections,NUMBER,"IF 'IM 07. Import Scenario''s'.Actual? OR 'IM 07. Import Scenario''s'.LE? OR 'IM 07. Import Scenario''s'.Budget LY? THEN '└ DA 30c. Actuals/LE Input Tafel/Thema'.Large connections ELSE IF 'IM 07. Import Scenario''s'.MJP? THEN '└CA 34a MJP thema''s voor RP 10 11 12'.Waarde excl inflatie[LOOKUP: 'IM 99. Lookup lists'.'COEA - CAPEX', SUM: 'MA 02. Mapping Thema verrijking -> SIP'.'Mapping RP10a'] ELSE IF 'IM 07. Import Scenario''s'.MJP Inflatie? THEN '└CA 34a MJP thema''s voor RP 10 11 12'.Waarde incl inflatie[LOOKUP: 'IM 99. Lookup lists'.'COEA - CAPEX', SUM: 'MA 02. Mapping Thema verrijking -> SIP'.'Mapping RP10a'] ELSE 0",Sum,"MJP Versions L2, Import Scenario, SS Afdeling L5 - Budget Afdelingen",Year,Model Calendar,Not Applicable,Normal,18522,,,,,,,,,,false,All Versions,,true,false,false,,"Klantgedreven, '└ RP 10a. MJP CAPEX - LIS Based'.Collect",└ RP 10a. MJP CAPEX - Specificatie
Reconstructions,NUMBER,"IF 'IM 07. Import Scenario''s'.Actual? OR 'IM 07. Import Scenario''s'.LE? OR 'IM 07. Import Scenario''s'.Budget LY? THEN '└ DA 30c. Actuals/LE Input Tafel/Thema'.Reconstructions ELSE IF 'IM 07. Import Scenario''s'.MJP? THEN '└CA 34a MJP thema''s voor RP 10 11 12'.Waarde excl inflatie[LOOKUP: 'IM 99. Lookup lists'.'COEA - CAPEX', SUM: 'MA 02. Mapping Thema verrijking -> SIP'.'Mapping RP10a'] ELSE IF 'IM 07. Import Scenario''s'.MJP Inflatie? THEN '└CA 34a MJP thema''s voor RP 10 11 12'.Waarde incl inflatie[LOOKUP: 'IM 99. Lookup lists'.'COEA - CAPEX', SUM: 'MA 02. Mapping Thema verrijking -> SIP'.'Mapping RP10a'] ELSE 0",Sum,"MJP Versions L2, Import Scenario, SS Afdeling L5 - Budget Afdelingen",Year,Model Calendar,Not Applicable,Normal,18522,,,,,,,,,,false,All Versions,,true,false,false,,"Klantgedreven, '└ RP 10a. MJP CAPEX - LIS Based'.Collect",└ RP 10a. MJP CAPEX - Specificatie
Network Expansion,NUMBER,"IF 'IM 07. Import Scenario''s'.Actual? OR 'IM 07. Import Scenario''s'.LE? OR 'IM 07. Import Scenario''s'.Budget LY? THEN '└ DA 30c. Actuals/LE Input Tafel/Thema'.Network Expansion ELSE IF 'IM 07. Import Scenario''s'.MJP? THEN '└CA 34a MJP thema''s voor RP 10 11 12'.Waarde excl inflatie[LOOKUP: 'IM 99. Lookup lists'.'COEA - CAPEX', SUM: 'MA 02. Mapping Thema verrijking -> SIP'.'Mapping RP10a'] ELSE IF 'IM 07. Import Scenario''s'.MJP Inflatie? THEN '└CA 34a MJP thema''s voor RP 10 11 12'.Waarde incl inflatie[LOOKUP: 'IM 99. Lookup lists'.'COEA - CAPEX', SUM: 'MA 02. Mapping Thema verrijking -> SIP'.'Mapping RP10a'] ELSE 0",Sum,"MJP Versions L2, Import Scenario, SS Afdeling L5 - Budget Afdelingen",Year,Model Calendar,Not Applicable,Normal,18522,,,,,,,,,,false,All Versions,,true,false,false,,"Klantgedreven, '└ RP 10a. MJP CAPEX - LIS Based'.Collect",└ RP 10a. MJP CAPEX - Specificatie
Verwijderen,NUMBER,"IF 'IM 07. Import Scenario''s'.Actual? OR 'IM 07. Import Scenario''s'.LE? OR 'IM 07. Import Scenario''s'.Budget LY? THEN '└ DA 30c. Actuals/LE Input Tafel/Thema'.Verwijderen ELSE IF 'IM 07. Import Scenario''s'.MJP? THEN '└CA 34a MJP thema''s voor RP 10 11 12'.Waarde excl inflatie[LOOKUP: 'IM 99. Lookup lists'.'COEA - CAPEX', SUM: 'MA 02. Mapping Thema verrijking -> SIP'.'Mapping RP10a'] ELSE IF 'IM 07. Import Scenario''s'.MJP Inflatie? THEN '└CA 34a MJP thema''s voor RP 10 11 12'.Waarde incl inflatie[LOOKUP: 'IM 99. Lookup lists'.'COEA - CAPEX', SUM: 'MA 02. Mapping Thema verrijking -> SIP'.'Mapping RP10a'] ELSE 0",Sum,"MJP Versions L2, Import Scenario, SS Afdeling L5 - Budget Afdelingen",Year,Model Calendar,Not Applicable,Normal,18522,,,,,,,,,,false,All Versions,,true,false,false,,"Klantgedreven, '└ RP 10a. MJP CAPEX - LIS Based'.Collect",└ RP 10a. MJP CAPEX - Specificatie
Metergedreven,NUMBER,"IF 'IM 07. Import Scenario''s'.Actual? OR 'IM 07. Import Scenario''s'.LE? OR 'IM 07. Import Scenario''s'.Budget LY? THEN '└ DA 30c. Actuals/LE Input Tafel/Thema'.Metergedreven ELSE IF 'IM 07. Import Scenario''s'.MJP? THEN '└CA 34a MJP thema''s voor RP 10 11 12'.Waarde excl inflatie[LOOKUP: 'IM 99. Lookup lists'.'COEA - CAPEX', SUM: 'MA 02. Mapping Thema verrijking -> SIP'.'Mapping RP10a'] ELSE IF 'IM 07. Import Scenario''s'.MJP Inflatie? THEN '└CA 34a MJP thema''s voor RP 10 11 12'.Waarde incl inflatie[LOOKUP: 'IM 99. Lookup lists'.'COEA - CAPEX', SUM: 'MA 02. Mapping Thema verrijking -> SIP'.'Mapping RP10a'] ELSE 0",Sum,"MJP Versions L2, Import Scenario, SS Afdeling L5 - Budget Afdelingen",Year,Model Calendar,Not Applicable,Summary2,18522,,,,,,,,,,false,All Versions,,true,false,false,,"CAPEX, '└ RP 10a. MJP CAPEX - LIS Based'.Collect",└ RP 10a. MJP CAPEX - Specificatie
Telecom,NUMBER,"IF 'IM 07. Import Scenario''s'.Actual? OR 'IM 07. Import Scenario''s'.LE? OR 'IM 07. Import Scenario''s'.Budget LY? THEN '└ DA 30c. Actuals/LE Input Tafel/Thema'.Telecom ELSE IF 'IM 07. Import Scenario''s'.MJP? THEN '└CA 34a MJP thema''s voor RP 10 11 12'.Waarde excl inflatie[LOOKUP: 'IM 99. Lookup lists'.'COEA - CAPEX', SUM: 'MA 02. Mapping Thema verrijking -> SIP'.'Mapping RP10a'] ELSE IF 'IM 07. Import Scenario''s'.MJP Inflatie? THEN '└CA 34a MJP thema''s voor RP 10 11 12'.Waarde incl inflatie[LOOKUP: 'IM 99. Lookup lists'.'COEA - CAPEX', SUM: 'MA 02. Mapping Thema verrijking -> SIP'.'Mapping RP10a'] ELSE 0",Sum,"MJP Versions L2, Import Scenario, SS Afdeling L5 - Budget Afdelingen",Year,Model Calendar,Not Applicable,Summary2,18522,,,,,,,,,,false,All Versions,,true,false,false,,"CAPEX, '└ RP 10a. MJP CAPEX - LIS Based'.Collect",└ RP 10a. MJP CAPEX - Specificatie
Overig,NUMBER,Netverder + Infradock + Utility Connect + Supply Chain + IT + Rente activering + Overig CAPEX,Sum,"MJP Versions L2, Import Scenario, SS Afdeling L5 - Budget Afdelingen",Year,Model Calendar,Not Applicable,Summary2,18522,,,,,,,,,,true,All Versions,,true,false,false,,"CAPEX, '└ RP 10a. MJP CAPEX - LIS Based'.Collect",└ RP 10a. MJP CAPEX - Specificatie
Netverder,NUMBER,"IF 'IM 07. Import Scenario''s'.Actual? OR 'IM 07. Import Scenario''s'.LE? OR 'IM 07. Import Scenario''s'.Budget LY? THEN '└ DA 30c. Actuals/LE Input Tafel/Thema'.Netverder ELSE IF 'IM 07. Import Scenario''s'.MJP? THEN '└CA 34a MJP thema''s voor RP 10 11 12'.Waarde excl inflatie[LOOKUP: 'IM 99. Lookup lists'.'COEA - CAPEX', SUM: 'MA 02. Mapping Thema verrijking -> SIP'.'Mapping RP10a'] ELSE IF 'IM 07. Import Scenario''s'.MJP Inflatie? THEN '└CA 34a MJP thema''s voor RP 10 11 12'.Waarde incl inflatie[LOOKUP: 'IM 99. Lookup lists'.'COEA - CAPEX', SUM: 'MA 02. Mapping Thema verrijking -> SIP'.'Mapping RP10a'] ELSE 0",Sum,"MJP Versions L2, Import Scenario, SS Afdeling L5 - Budget Afdelingen",Year,Model Calendar,Not Applicable,Normal,18522,,,,,,,,,,false,All Versions,,true,false,false,,"Overig, '└ RP 10a. MJP CAPEX - LIS Based'.Collect",└ RP 10a. MJP CAPEX - Specificatie
Infradock,NUMBER,"IF 'IM 07. Import Scenario''s'.Actual? OR 'IM 07. Import Scenario''s'.LE? OR 'IM 07. Import Scenario''s'.Budget LY? THEN '└ DA 30c. Actuals/LE Input Tafel/Thema'.Infradock ELSE IF 'IM 07. Import Scenario''s'.MJP? THEN '└CA 34a MJP thema''s voor RP 10 11 12'.Waarde excl inflatie[LOOKUP: 'IM 99. Lookup lists'.'COEA - CAPEX', SUM: 'MA 02. Mapping Thema verrijking -> SIP'.'Mapping RP10a'] ELSE IF 'IM 07. Import Scenario''s'.MJP Inflatie? THEN '└CA 34a MJP thema''s voor RP 10 11 12'.Waarde incl inflatie[LOOKUP: 'IM 99. Lookup lists'.'COEA - CAPEX', SUM: 'MA 02. Mapping Thema verrijking -> SIP'.'Mapping RP10a'] ELSE 0",Sum,"MJP Versions L2, Import Scenario, SS Afdeling L5 - Budget Afdelingen",Year,Model Calendar,Not Applicable,Normal,18522,,,,,,,,,,false,All Versions,,true,false,false,,"Overig, '└ RP 10a. MJP CAPEX - LIS Based'.Collect",└ RP 10a. MJP CAPEX - Specificatie
Utility Connect,NUMBER,"IF 'IM 07. Import Scenario''s'.Actual? OR 'IM 07. Import Scenario''s'.LE? OR 'IM 07. Import Scenario''s'.Budget LY? THEN '└ DA 30c. Actuals/LE Input Tafel/Thema'.Utility Connect ELSE IF 'IM 07. Import Scenario''s'.MJP? THEN '└CA 34a MJP thema''s voor RP 10 11 12'.Waarde excl inflatie[LOOKUP: 'IM 99. Lookup lists'.'COEA - CAPEX', SUM: 'MA 02. Mapping Thema verrijking -> SIP'.'Mapping RP10a'] ELSE IF 'IM 07. Import Scenario''s'.MJP Inflatie? THEN '└CA 34a MJP thema''s voor RP 10 11 12'.Waarde incl inflatie[LOOKUP: 'IM 99. Lookup lists'.'COEA - CAPEX', SUM: 'MA 02. Mapping Thema verrijking -> SIP'.'Mapping RP10a'] ELSE 0",Sum,"MJP Versions L2, Import Scenario, SS Afdeling L5 - Budget Afdelingen",Year,Model Calendar,Not Applicable,Normal,18522,,,,,,,,,,false,All Versions,,true,false,false,,"Overig, '└ RP 10a. MJP CAPEX - LIS Based'.Collect",└ RP 10a. MJP CAPEX - Specificatie
Supply Chain,NUMBER,"IF 'IM 07. Import Scenario''s'.Actual? OR 'IM 07. Import Scenario''s'.LE? OR 'IM 07. Import Scenario''s'.Budget LY? THEN '└ DA 30c. Actuals/LE Input Tafel/Thema'.Supply Chain ELSE IF 'IM 07. Import Scenario''s'.MJP? THEN '└CA 34a MJP thema''s voor RP 10 11 12'.Waarde excl inflatie[LOOKUP: 'IM 99. Lookup lists'.'COEA - CAPEX', SUM: 'MA 02. Mapping Thema verrijking -> SIP'.'Mapping RP10a'] ELSE IF 'IM 07. Import Scenario''s'.MJP Inflatie? THEN '└CA 34a MJP thema''s voor RP 10 11 12'.Waarde incl inflatie[LOOKUP: 'IM 99. Lookup lists'.'COEA - CAPEX', SUM: 'MA 02. Mapping Thema verrijking -> SIP'.'Mapping RP10a'] ELSE 0",Sum,"MJP Versions L2, Import Scenario, SS Afdeling L5 - Budget Afdelingen",Year,Model Calendar,Not Applicable,Normal,18522,,,,,,,,,,false,All Versions,,true,false,false,,"Overig, '└ RP 10a. MJP CAPEX - LIS Based'.Collect",└ RP 10a. MJP CAPEX - Specificatie
